DIC_UID;DIC_Berufe;DIC_Lebewesen;DIC_Ortschaft;DIC_Gewässer;DIC_Berge
293;Fachangestellte für Medien- und Informationsdienste, Fachangestellter für Medien- und Informationsdienste (Fachrichtungen: 1. Archiv 2. Bibliothek 3. Bildagentur 4. Information und Dokumentation 5. Medizinische Dokumentation);Hornmohn;Wiesendangen;;Haldensteiner Calanda
294;Facharbeiter, Facharbeiterin;Huflattich;Bertschikon;;Hasenmatt
295;Fachinformatiker, Fachinformatikerin (Fachrichtungen: 1. Anwendungsentwicklung 2. Systemintegration);Hundszunge;Gundetswil;;Hausstock
296;Fachkraft;Igelkolben;Kefikon ZH;;Hinterrugg
297;Fachkraft Agrarservice;Igelsame;Attikon;;Hoch Geissberg
298;Fachkraft für Abwassertechnik;Igelschlauch;Menzengrüt;;Hochflue
299;Fachkraft für Automatenservice;Immenblatt;Aarberg;;Hochhus
300;Fachkraft für Fruchtsafttechnik;Immergrün;Bargen BE;;Hochstollen
301;Fachkraft für Hafenlogistik;Immortelle;Grossaffoltern;;Hochwang
302;Fachkraft für Holz- und Bautenschutzarbeiten;Ingwer;Ammerzwil BE;;Hoh Brisen
303;Fachkraft für Hygieneüberwachung;Insektenblüte;Suberg;;Hoher Hirschberg
304;Fachkraft für Kreislauf- und Abfallwirtschaft;Iris;Golaten;;Hoher Kasten
305;Fachkraft für Kurier-, Express- und Postdienstleistungen;Ive;Kallnach;;Hohgant
306;Fachkraft für Lagerlogistik;Jaborandistrauch;Niederried b. Kallnach;;Hundstein
307;Fachkraft für Lebensmitteltechnik;Jakobsblume;Kappelen;;Hundwiler Höhi
308;Fachkraft für Lederverarbeitung;Jakobskraut;Lyss;;Hüser
309;Fachkraft für Möbel-, Küchen- und Umzugsservice;Jakobskreuzkraut;Busswil BE;;Irchel
310;Fachkraft für Pflegeassistenz;Jakobsgreiskraut;Ortschwaben;;Jakobshorn
311;Fachkraft für Rohr-, Kanal- und Industrieservice;Jasione;Meikirch;;Jungfrau
312;Fachkraft für Schutz und Sicherheit;Jalae;Wahlendorf;;Kamor
313;Fachkraft für Straßen- und Verkehrstechnik;Jelängerjelieber;Detligen;;Mythen
314;Fachkraft für Süßwarentechnik (Fachrichtungen: 1. Dauerbackwaren, 2. Konfekt, 3. Schokolade, 4. Zuckerwaren);Johannisbeere;Radelfingen b. Aarberg;;Kronberg
315;Fachkraft für Veranstaltungstechnik;Johannisbrot;Lätti;;La Dôle
316;Fachkraft für Wasserversorgungstechnik;Johanniskraut;Ruppoldsried;;Lägern
317;Fachkraft für Wasserwirtschaft;Judasbaum;Rapperswil BE;;Lagginhorn
318;Fachkraft im Fahrbetrieb;Judaspfennig;Dieterswil;;Le Rubli
319;Fachkraft im Gastgewerbe;Judassilberling;Bangerten b. Dieterswil;;Leistchamm
320;Fachlagerist, Fachlageristin;Judenkirsche;Seewil;;Les Diablerets
321;Fachlehrer, Fachlehrerin;Jungfer im Grünen;Schüpfen;;Liskamm
322;Fachlehrer für musisch-technische Fächer, Fachlehrerin für musisch-technische Fächer;Jungfernrebe;Frieswil;;Ludwigshöhe
323;Fachfrau, Fachmann;Kaffeestrauch;Wiler b. Seedorf;;Marwees
324;Fachfrau für Systemgastronomie, Fachmann für Systemgastronomie;Kakaobaum;Seedorf BE;;Matterhorn
325;Fachverkäufer, Fachverkäuferin;Kaktus;Lobsigen;;Moleson
326;Fachverkäufer im Lebensmittelhandwerk, Fachverkäuferin im Lebensmittelhandwerk (Fachrichtungen: 1. Bäckerei 2. Fleischerei 3. Konditorei);Kälberkropf;Aarwangen;;Mönch
327;Fahrdienstleiter, Fahrdienstleiterin;Kalisaya;Auswil;;Mont Tendre
328;Fahrer, Fahrerin;Kalmus;Bannwil;;Montalin
329;Fahrlehrer, Fahrlehrerin;Kamala;Bleienbach;;Monte Generoso
330;Fahrprüfer, Fahrprüferin;Kamille;Busswil b. Melchnau;;Monte Leone
331;Fährmann, Fährfrau;Kampfer;Gondiswil;;Monte San Giorgio
332;Fahrradkurier, Fahrradkurierin;Kapuzinerkresse;Langenthal;;Monte San Salvatore
333;Fahrradmonteur, Fahrradmonteurin;Kardamom;Untersteckholz;;Monte Tamaro
334;Fahrstuhlführer, Fahrstuhlführerin;Kardobenediktenkraut;Obersteckholz;;Morgenberghorn
335;Fahrzeuginnenausstatter, Fahrzeuginnenausstatterin;Kartoffel;Lotzwil;;Morgenhorn
336;Fahrzeuglackierer, Fahrzeuglackiererin;Käsepappel;Gutenburg;;Mürtschenstock
337;Fahrzeugpolsterer, Fahrzeugpolsterin;Kastanie;Madiswil;;Mythen, Grosser
338;Faktotum;Katechu;Leimiswil;;Nadelhorn
339;Falkner, Falknerin;Katzenpfötchen;Kleindietwil;;Namenlos
340;Fallschirmjäger, Fallschirmjägerin;Kava-Kava;Melchnau;;Napf
341;Fallschirmspringer, Fallschirmspringerin;Kerbel;Oeschenbach;;Nesthorn
342;Fassadenkletterer, Fassadenklettererin;Keulen-Bärlapp;Reisiswil;;Nidfurner Turm
343;Fassadenmonteur, Fassadenmonteurin;Khella;Roggwil BE;;Niederbauen Kulm
344;Fassadenreiniger, Fassadenreinigerin;Kirschlorbeer;Rohrbach;;Niederhorn
345;Fassbinder, Fassbinderin;Klapperschlangenwurzel;Rohrbachgraben;;Niesen
346;Federmacher, Federmacherin;Klappertopf;Rütschelen;;Nünalphorn
347;Feinmechaniker, Feinmechanikerin;Klatschmohn;Schwarzhäusern;;Oberalpstock
348;Feinoptiker, Feinoptikerin;Klee;Bützberg;;Oberbauenstock
349;Feinpolierer, Feinpoliererin;Kleefarn;Thunstetten;;Oberhorn
350;Feintäschner, Feintäschnerin;Klette;Ursenbach;;Oeschinenhorn
351;Feinwerkmechaniker, Feinwerkmechanikerin;Klosternelke;Wynau;;Ofen
352;Feldmesser;Knabenkraut;Bern;;Olmenhorn
353;Fensterputzer, Fensterputzerin;Knoblauch;Bern;;Ortstock
354;Fernfahrer, Fernfahrerin;Knöterich;Bern;;Parrotspitze
355;Fernerkunder, Fernerkunderin;Kohldistel;Bern;;Pfannenstiel
356;Fernsehmoderator, Fernsehmoderatorin;Kohlröschen;Bern;;Pilatus
357;Fertigungsmechaniker, Fertigungsmechanikerin;Kokastrauch;Bern;;Piz Arblatsch
358;Festmacher, Festmacherin;Kolanuss;Bern;;Piz Argient
359;Feuerrüpel;Königskerze;Bern;;Piz Bernina
360;Feuerspucker, Feuerspuckerin;Kondurango;Bern;;Piz Beverin
361;Feuerungs- und Schornsteinbauer, Feuerungs- und Schornsteinbauerin;Kopaivabaum;Bern;;Piz Buin
362;Feuerwehrmann, Feuerwehrfrau;Koriander;Bern;;Piz Caschleglia
363;Fiaker;Kornblume;Bern;;Piz Curvér
364;Figurenkeramformer, Figurenkeramformerin;Kornelkirsche;Bern;;Piz Daint
365;Filialleiter, Filialleiterin;Kosobaum;Bern;;Piz dal Päl
366;Filmemacher, Filmemacherin;Kotobaum;Bern;;Piz Dolf
367;Film- und Bühnencosmetologe, Film- und Bühnencosmetologin;Kresse;Bolligen;;Piz Ela
368;Film- und Videoeditor, Film- und Videoeditorin;Kreuzdorn;Bremgarten b. Bern;;Piz Fess
369;Film- und Videolaborant, Film- und Videolaborantin;Krotonbaum;Herrenschwanden;;Piz Forbesch
370;Fischer, Fischerin;Kubaspinat;Kirchlindach;;Piz Kesch
371;Fischwirt, Fischwirtin (Schwerpunkte: 1. Fischhaltung und Fischzucht 2. Kleine Hochsee- und Küstenfischerei 3. Seen- und Flussfischerei;Kubeben;Wabern;;Piz Medel
372;Flachglasmechaniker, Flachglasmechanikerin;Küchenschelle;Spiegel b. Bern;;Piz Mitgel
373;Flechter, Flechterin;Kuckucksbrot;Liebefeld;;Piz Morteratsch
374;Flechtwerkgestalter, Flechtwerkgestalterin;Kuhschelle;Köniz;;Piz Mundaun
375;Fleischer, Fleischerin;Kümmel;Köniz;;Piz Nair
376;Fleischereifachverkäuferin;Kurare;Schliern b. Köniz;;Piz Palü
377;Fleischereiverkäufer, Fleischereiverkäuferin;Kürbis;Gasel;;Piz Riein
378;Fleischhacker;Kurkuma;Niederscherli;;Piz Roseg
379;Fleischhauer, Fleischhauerin;Labkraut;Mittelhäusern;;Piz Sardona
380;Fleischverkäufer, Fleischverkäuferin;Laichkraut;Niederwangen b. Bern;;Piz Segnas
381;Fleischzerleger, Fleischzerlegerin;Laminaria;Oberwangen b. Bern;;Piz Sezner
382;Flexograf, Flexografin;Lärche;Thörishaus;;Piz Signina
383;Flieger, Fliegerin;Laserkraut;Gümligen;;Piz Surlej
384;Fliesenleger, Fliesenlegerin;Latschenkiefer;Muri b. Bern;;Piz Tarantschun
385;Fliesen-, Platten- und Mosaikleger, Fliesen-, Platten- und Mosaiklegerin;Lauch;Oberbalm;;Piz Terri
386;Florist, Floristin;Läusekraut;Stettlen;;Piz Toissa
387;Flötist, Flötistin;Lavendel;Boll;;Piz Tomül
388;Fluchthelfer, Fluchthelferin;Lebensbaum;Utzigen;;Piz Uccello
389;Flugbegleiter, Flugbegleiterin;Leberblümchen;Hinterkappelen;;Piz Varuna
390;Flugdienstberater, Flugdienstberaterin;Lein;Wohlen b. Bern;;Piz Zupò
391;Fluggerätelektroniker, Fluggerätelektronikerin;Leindotter;Murzelen;;Pizzo Badile
392;Fluggerätmechaniker, Fluggerätmechanikerin (Fachrichtungen: 1. Fertigungstechnik, 2. Instandhaltungstechnik, 3. Triebwerkstechnik);Leinkraut;Uettligen;;Pizzo Campo Tencia
393;Förderlehrer, Förderlehrerin;Levkoje;Innerberg;;Pizzo Tambo/Tambohorn
394;Forscher, Forscherin;Lerchensporn;Säriswil;;Planggenstock
395;Forstarbeiter, Forstarbeiterin;Liane;Zollikofen;;Plattenflue
396;Förster, Försterin;Lichtnelke;Worblaufen;;Rautispitz
397;Forstwirt, Forstwirtin;Liebstöckel;Ittigen;;Regitzer Spitz
398;Foto- und medientechnische Assistentin, Foto- und medientechnischer Assistent;Liesch;Ostermundigen;;Rheinwaldhorn
399;Fotograf, Fotografin;Liguster;Biel/Bienne;;Rienzenstock
400;Fotolaborant, Fotolaborantin;Lilie;Biel/Bienne;;Rigi
401;Fotomedienfachfrau, Fotomedienfachmann;Linde;Biel/Bienne;;Rinderhorn
402;Fotomedienlaborant, Fotomedienlaborantin;Linse;Biel/Bienne;;Rossberg
403;Fräser, Fräserin;Litschi;Magglingen/Macolin;;Röti 
404;Frauenarzt, Frauenärztin;Lobelie;Evilard;;Ruchen
405;Fremdsprachenkorrespondent, Fremdsprachenkorrespondentin;Lobelienkraut;Arch;;Salbitschijen
406;Friseur, Friseurin, Friseuse;Löffelkraut;Büetigen;;Säntis
407;Führer, Führerin;Lolch;Büren an der Aare;;Schafberg
408;Fuhrmann;Lorbeer;Diessbach b. Büren;;Schäfler
409;Funktionär, Funktionärin;Lorbeerkirsche;Dotzigen;;Schesaplana
410;Fußballspieler, Fußballspielerin;Lorbeerrose;Lengnau BE;;Schiahorn
411;Fußballnationalspieler, Fußballnationalspielerin;Lotwurz;Leuzigen;;Schibenstoll
412;Fußpfleger, Fußpflegerin;Löwenmaul;Meienried;;Schilthorn
413;Gabelstaplerfahrer, Gabelstaplerfahrerin;Löwenmäulchen;Meinisberg;;Schinberg
414;Galvaniseur, Galvaniseurin;Löwenzahn;Oberwil b. Büren;;Schlüechtli
415;Garçon;Lungenkraut;Pieterlen;;Schrattenfluh
416;Gärtner, Gärtnerin (Fachrichtungen: 1. Baumschule, 2. Friedhofsgärtnerei, 3. Garten- und Landschaftsbau, 4. Gemüsebau, 5. Obstbau, 6. Staudengärtnerei, 7. Zierpflanzenbau);Lupine;Rüti b. Büren;;Schreckhorn
417;Gas- und Wasserinstallateur, Gas- und Wasserinstallateurin;Luzerne;Wengi b. Büren;;Schwalmis
418;Gasinstallateur, Gasinstallateurin;Mädesüß;Aefligen;;Schwarzeberg
419;Gastronom, Gastronomin;Mahonie;Alchenstorf;;Selun
420;Gastwirt, Gastwirtin;Ma-Huang;Bäriswil BE;;Sichelchamm
421;Gaukler, Gauklerin;Maiglöckchen;Burgdorf;;Sieben Hengste
422;Gebäudereiniger, Gebäudereinigerin;Mais;Ersigen;;Signalkuppe
423;Gefängniswärter, Gefängniswärterin;Majoran;Niederösch;;Sigriswiler Rothorn
424;Geigenbauer, Geigenbauerin;Malabarspinat;Oberösch;;Silvrettahorn
425;Geiger, Geigerin;Malve;Hasle b. Burgdorf;;Six Madun
426;Geistliche, Geistlicher;Mammutbaum;Schafhausen im Emmental;;Speer
427;General, Generalin;Mandarine;Biembach im Emmental;;Spitzmeilen
428;Generaldirektor, Generaldirektorin;Manna;Heimiswil;;Stanserhorn
429;Geodät, Geodätin;Männertreu;Kaltacker;;Stockhorn
430;Geograf, Geografin;Mannsschild;Hellsau;;Sustenhorn
431;Geograph, Geographin;Mannstreu;Hindelbank;;Taminser Calanda
432;Geologe, Geologin;Maranta;Mötschwil;;Täschhorn
433;Geoinformatiker, Geoinformatikerin;Margerite;Höchstetten;;Tinzenhorn
434;Geomatiker, Geomatikerin;Mariendistel;Kernenried;;Titlis
435;Geometer;Mariengras;Kirchberg BE;;Tödi
436;Gerätezusammensetzer, Gerätezusammensetzerin;Marille;Koppigen;;Tomlishorn
437;Geräuschemacher, Geräuschemacherin;Märzenbecher;Hettiswil b. Hindelbank;;Tour Sallière
438;Gerber, Gerberin;Maßholder;Krauchthal;;Tschingelhörner
439;Gerichtsvollzieher, Gerichtsvollzieherin;Maßliebchen;Lyssach;;Tweralpspitz
440;Gerüstbauer, Gerüstbauerin;Mastkraut;Oberburg;;Uetliberg
441;Geschäftsführer, Geschäftsführerin;Matico;Lyssach;;Vanil Noir
442;Gestalter, Gestalterin;Mauerpfeffer;Rüdtligen;;Vorderglärnisch
443;Gestalter für visuelles Marketing, Gestalterin für visuelles Marketing;Maulbeere;Alchenflüh;;Vrenelisgärtli
444;Gestaltungstechnische Assistentin, Gestaltungstechnischer Assistent;Mäuseklee;Rumendingen;;Wasenhorn
445;Gesundheits- und Kinderkrankenpfleger, Gesundheits- und Kinderkrankenpflegerin;Meerrettich;Rüti b. Lyssach;;Weisshorn
446;Gesundheits- und Krankenpflegehelfer, Gesundheits- und Krankenpflegehelferin;Meerzwiebel;Willadingen;;Weissenstein
447;Gesundheits- und Krankenpfleger, Gesundheits- und Krankenpflegerin;Meier;Wynigen;;Weissmies
448;Gesundheitsaufseher, Gesundheitsaufseherin;Meisterwurz;Rüedisbach;;Wetterhorn
449;Gewerkschafter, Gewerkschafterin;Melde;Corgémont;;Wildhorn
450;Gießer;Melisse;Mont-Crosin;;Wildstrubel
451;Gießereimechaniker, Gießereimechanikerin (Fachrichtungen: 1. Handformguss, 2. Druck- und Kokillenguss 3. Maschinenformguss);Melone;Cormoret;;Wiriehore
452;Glas- und Kerammaler, Glas- und Kerammalerin;Melonenbaum;Cortébert;;Wissberg
453;Glas- und Porzellanmaler, Glas- und Porzellanmalerin;Merk;Montagne-de-Courtelary;;Wissigstock
454;Glasapparatebauer, Glasapparatebauerin;Milchstern;Courtelary;;Wyssi Frau
455;Glasbildner, Glasbildnerin;Mispel;La Ferrière;;Zervreilahorn
456;Glasbläser, Glasbläserin (Fachrichtungen: 1. Christbaumschmuck, 2. Glasgestaltung, 3. Kunstaugen);Mistel;La Cibourg;;Zinalrothorn
457;Glaser, Glaserin (Fachrichtungen: 1. Fenster- und Glasfassadenbau, 2. Verglasung und Glasbau);Mittagsblume;Mont-Tramelan;;Zindlenspitz
458;Glasmacher, Glasmacherin;Mohn;Orvin;;Zuestoll
459;Glasmaler, Glasmalerin;Möhre;Les Prés-d'Orvin;;Zumsteinspitze
460;Glasveredler, Glasveredlerin (Fachrichtungen: 1. Glasmalerei und Kunstverglasung, 2. Kanten- und Flächenveredlung, 3. Schliff und Gravur);Moltebeere;Renan BE;;
461;Gleisbauer, Gleisbauerin;Monarde;La Cibourg;;
462;Glockengießer, Glockengießerin;Mondviole;Romont BE;;
463;Goldschmied, Goldschmiedin (Fachrichtungen: 1. Juwelen, 2. Ketten, 3. Schmuck);Moorabbiss;St-Imier;;
464;Goldwäscher, Goldwäscherin;Moorkönig;Mont-Soleil;;
465;Grafiker, Grafikerin;Moosbeere;Les Pontins;;
466;Graphiker, Graphikerin;Moschuskraut;Sonceboz-Sombeval;;
467;Graphologe, Graphologin;Moschusschafgarbe;Sonvilier;;
468;Graveur, Graveurin;Muira-Puama;Montagne-de-Sonvilier;;
469;Großhandelskauffrau, Großhandelskaufmann;Mummel;Tramelan;;
470;Grundschullehrer, Grundschullehrerin;Muskatnuss;Les Reussilles;;
471;Gürtler, Gürtlerin;Mutterkorn;Villeret;;
472;Gymnasiallehrer, Gymnasiallehrerin;Mutterkümmel;Frinvillier;;
473;Gymnastiklehrer, Gymnastiklehrerin;Myrrhe;Plagne;;
474;Hafenmeister, Hafenmeisterin;Myrte;Vauffelin;;
475;Hafenschiffer, Hafenschifferin;Nachtkerze;Péry;;
476;Hafner, Hafnerin;Nachtschatten;La Heutte;;
477;Häfner, Häfnerin;Nachtviole;Brüttelen;;
478;Handelsfachpacker, Handelsfackpackerin;Nagelkraut;Erlach;;
479;Handlanger, Handlangerin;Narzisse;Finsterhennen;;
480;Händler, Händlerin;Natternzunge;Gals;;
481;Handwerker, Handwerkerin;Negersaat;Gampelen;;
482;Handzuginstrumentenmacher, Handzuginstrumentenmacherin;Nelke;Ins;;
483;Hauer;Nelkenwurz;Lüscherz;;
484;Häuer;Nestwurz;Müntschemier;;
485;Häuptling;Nieswurz;Siselen BE;;
486;Haus- und Familienpfleger, Haus- und Familienpflegerin;Nilsalat;Treiten;;
487;Hausdame;Nixkraut;Tschugg;;
488;Hausfrau, Hausmann;Norne;Vinelz;;
489;Haushälterin;Nuss;Bätterkinden;;
490;Hausierer, Hausiererin;Ochsenauge;Kräiligen;;
491;Hauslehrer, Hauslehrerin;Odermennig;Deisswil b. Münchenbuchsee;;
492;Hausmädchen;Ohnhorn;Diemerswil;;
493;Hausmeister;Olivenbaum;Etzelkofen;;
494;Hauspfleger, Hauspflegerin;Orchidee;Grafenried;;
495;Hausverwalter, Hausverwalterin;Ölbaum;Zauggenried;;
496;Hauswirtschafter, Hauswirtschafterin;Oleander;Fraubrunnen;;
497;Hauswirtschaftsassistent, Hauswirtschaftsassistentin;Olibanum;Büren zum Hof;;
498;Hauswirtschaftshelfer, Hauswirtschaftshelferin;Olive;Schalunen;;
499;Headhunter, Headhunterin;Orant;Limpach;;
500;Hebamme;Oregano;Mülchi;;
501;Hehler, Hehlerin;Osterluzei;Jegenstorf;;
502;Heiler, Heilerin;Pagodenbaum;Münchringen;;
503;Heilerzieher, Heilerzieherin;Pampelmuse;Ballmoos;;
504;Heilerziehungspflegehelfer, Heilerziehungspflegehelferin;Panamaholz;Scheunen;;
505;Heilerziehungspfleger, Heilerziehungspflegerin;Pantoffelblume;Iffwil;;
506;Heilpädagoge, Heilpädagogin;Papageienkraut;Mattstetten;;
507;Heilpraktiker, Heilpraktikerin;Papaya;Moosseedorf;;
508;Heizer, Heizerin;Pappel;Münchenbuchsee;;
509;Heizungsbauer, Heizungsbauerin;Passiblume;Urtenen-Schönbühl;;
510;Henker;Passionsblume;Utzenstorf;;
511;Herrenschneider, Herrenschneiderin;Passiflora;Wiggiswil;;
512;Herrgottsschnitzer, Herrgottsschnitzerin;Pastinak;Wiler b. Utzenstorf;;
513;Hilfsarbeiter, Hilfsarbeiterin;Pelargonie;Zielebach;;
514;Hilfskraft;Perubalsam;Zuzwil BE;;
515;Hirte, Hirtin;Pestwurz;Adelboden;;
516;Historiker, Historikerin;Petersilie;Aeschi b. Spiez;;
517;Hochbaufacharbeiter, Hochbaufacharbeiterin;Petunie;Aeschiried;;
518;Hochschullehrer, Hochschullehrerin;Pfaffenhütchen;Emdthal;;
519;Holz- und Bautenschützer, Holz- und Bautenschützerin (Fachrichtungen: 1. Bautenschutz 2. Holzschutz);Pfefferminze;Frutigen;;
520;Holzbearbeitungsmechaniker, Holzbearbeitungsmechanikerin;Pfennigkraut;Ried (Frutigen);;
521;Holzbildhauer, Holzbildhauerin;Pfingstrose;Achseten;;
522;Holzblasinstrumentenmacher, Holzblasinstrumentenmacherin;Piment;Kandergrund;;
523;Holzfäller, Holzfällerin;Pimpinelle;Blausee-Mitholz;;
524;Holzflugzeugbauer, Holzflugzeugbauerin;Pippau;Kandersteg;;
525;Holzmechaniker, Holzmechanikerin (Fachrichtungen: 1. Bauelemente, Holzpackmittel und Rahmen 2. Möbelbau und Innenausbau);Piscidiabaum;Krattigen;;
526;Holzschneider, Holzschneiderin;Platterbse;Mülenen;;
527;Holzspielzeugmacher, Holzspielzeugmacherin;Podophyllum;Reichenbach im Kandertal;;
528;Homöopath, Homöopathin;Pomeranze;Wengi b. Frutigen;;
529;Hörgeräteakustiker, Hörgeräteakustikerin;Porree;Scharnachtal;;
530;Hornist, Hornistin;Portulak;Kiental;;
531;Hotelfachfrau, Hotelfachmann;Portulakröschen;Sundlauenen;;
532;Hotelier, Hotelierin;Purgierlein;Beatenberg;;
533;Hotelkauffrau, Hotelkaufmann;Purpurweide;Bönigen b. Interlaken;;
534;Hubschrauberpilot, Hubschrauberpilotin;Quebracho;Brienz BE;;
535;Hufschmied, Hufschmiedin;Quecke;Axalp;;
536;Hundeführer, Hundeführerin;Queller;Brienzwiler;;
537;Hure;Quendel;Därligen;;
538;Hutmacher, Hutmacherin;Quillaja;Burglauenen;;
539;Hüttenfacharbeiter, Hüttenfacharbeiterin;Quitte;Grindelwald;;
540;Hygieneinspektor, Hygieneinspektorin;Radmelde;Gsteigwiler;;
541;Illusionist, Illusionistin;Rainfarn;Wilderswil;;
542;Illustrator, Illustratorin;Rainweide;Zweilütschinen;;
543;Imker, Imkerin;Ramtillkraut;Gündlischwand;;
544;Immobilienhändler, Immobilienhändlerin;Ratanhia;Habkern;;
545;Immobilienkauffrau, Immobilienkaufmann;Rauke;Hofstetten b. Brienz;;
546;Immobilienmakler, Immobilienmaklerin;Rauschbeere;Interlaken;;
547;Impresario, Impresaria;Raute;Iseltwald;;
548;Industrieelektriker, Industrieelektrikerin (Fachrichtungen: 1. Betriebstechnik, 2. Geräte und Systeme);Rauwolfia;Lauterbrunnen;;
549;Industrieelektroniker, Industrieelektronikerin;Reckhölderle;Isenfluh;;
550;Industrieglasfertiger, Industrieglasfertigerin;Reiherkraut;Wengen;;
551;Industrie-Isolierer, Industrie-Isoliererin;Reiherschnabel;Kleine Scheidegg;;
552;Industriekauffrau, Industriekaufmann;Reiherschnabelkraut;Eigergletscher;;
553;Industriekeramiker, Industriekeramikerin;Reis;Stechelberg;;
554;Industriekeramiker Anlagentechnik, Industriekeramikerin Anlagentechnik;Rettich;Mürren;;
555;Industriekeramiker Dekorationstechnik, Industriekeramikerin Dekorationstechnik;Rhabarber;Gimmelwald;;
556;Industriekeramiker Modelltechnik, Industriekeramikerin Modelltechnik;Rhododendron;Leissigen;;
557;Industriekeramiker Verfahrenstechnik, Industriekeramikerin Verfahrenstechnik;Riemenzunge;Lütschental;;
558;Industriekletterer, Industriekletterin;Ringelblume;Matten b. Interlaken;;
559;Industriemechaniker, Industriemechanikerin;Rizinus;Niederried b. Interlaken;;
560;Informatikassistent, Informatikassistentin;Roggen;Oberried am Brienzersee;;
561;Informatiker, Informatikerin;Rose;Goldswil b. Interlaken;;
562;Informatikkauffrau, Informatikkaufmann;Rosenkohl;Ringgenberg BE;;
563;Informations- und Telekommunikationssystemelektroniker, Informations- und Telekommunikationssystemelektronikerin;Rosenlorbeer;Saxeten;;
564;Informations- und Telekommunikationssystemkauffrau, Informations- und Telekommunikationssystemkaufmann;Rosmarin;Schwanden b. Brienz;;
565;Informationselektroniker, Informationselektronikerin;Rosmarinheide;Unterseen;;
566;Ingenieur, Ingenieurin;Rosskastanie;Wilderswil;;
567;Ingenieurgeodät, Ingenieurgeodätin;Rotklee;Arni BE;;
568;Innenarchitekt, Innenarchitektin;Runkel;Biglen;;
569;Innenarchitekturassistent, Innenarchitekturassistentin;Runkelrübe;Bowil;;
570;Insolvenzverwalter, Insolvenzverwalterin;Ruprechtskraut;Brenzikofen;;
571;Inspektor, Inspektorin;Sabadille;Freimettigen;;
572;Inspizient, Inspizientin;Sabal;Schlosswil;;
573;Installateur, Installateurin;Säckelkraut;Grosshöchstetten;;
574;Internationale Luftverkehrsassistentin, Internationaler Luftverkehrsassistent;Sadebaum;Häutligen;;
575;Internist, Internistin;Saflor;Herbligen;;
576;Investmentfondskauffrau, Investmentfondskaufmann;Safran;Kiesen;;
577;Isolierer, Isoliererin;Sägepalme;Gysenstein;;
578;Isolierfacharbeiter, Isolierfacharbeiterin;Salbei;Konolfingen;;
579;Jäger, Jägerin;Salbeigamander;Obergoldbach;;
580;Jager, Jagerin;Samtpappel;Landiswil;;
581;Japanologe, Japanologin;Sandarak;Linden;;
582;Jongleur, Jongleurin, Jongleuse;Sanddorn;Mirchel;;
583;Journalist, Journalistin;Sandsegge;Trimstein;;
584;Judaist, Judaistin;Sanikel;Münsingen;;
585;Jurist, Juristin;Santakraut;Tägertschi;;
586;Justizfachangestellte, Justizfachangestellter;Sarsaparille;Niederhünigen;;
587;Justizvollzugsbeamter, Justizvollzugsbeamtin;Sassafras;Oberdiessbach;;
588;Justizwachtmeister, Justizwachtmeisterin;Sauerampfer;Aeschlen b. Oberdiessbach;;
589;Juwelier, Juwelierin;Sauerdorn;Bleiken b. Oberdiessbach;;
590;Kabarettist, Kabarettistin;Sauergras;Oberthal;;
591;Kadi;Schachtelhalm;Oppligen;;
592;Kalfaktor;Schafgarbe;Rubigen;;
593;Kameraassistent, Kameraassistentin;Schalotte;Walkringen;;
594;Kamerafrau, Kameramann;Scharbockskraut;Bigenthal;;
595;Kaminfeger, Kaminfegerin;Scheineller;Rüfenacht BE;;
596;Kaminkehrer, Kaminkehrerin;Scheinzypresse;Vielbringen b. Worb;;
597;Kammerdiener, Kammerdienerin;Schlafmohn;Worb;;
598;Kämmerer;Schlagkraut;Enggistein;;
599;Kammerjäger, Kammerjägerin;Schlangenknöterich;Richigen;;
600;Kammerzofe;Schlangenkraut;Zäziwil;;
601;Kanonier;Schlangenwurzel;Oberhünigen;;
